Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Modern Data Warehouses,Architecting a Modern Data Warehouse for Large Enterprises,,,,10.1007/979-8-8688-0029-0_2,Anjani KumarAbhishek MishraSanjeev Kumar,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0029-0_2,Chapter
"A Survey of Adaptive Scheduling Techniques, Goals, and Challenges in Kubernetes",Archives of Computational Methods in Engineering,,,,10.1007/s11831-026-10497-8,Said El Kafhali,2026,https://link.springer.com/article/10.1007/s11831-026-10497-8,Article
CCDHRF: cooperative coevolution dynamic hierarchical replication framework in grid computing,Computing,,,,10.1007/s00607-025-01599-5,Faramarz Safi-EsfahaniHabib LarianNeda Ghanbari DehkordiGhassan Beydoun,2025,https://link.springer.com/article/10.1007/s00607-025-01599-5,Article
Data Replication and Placement Strategies in Distributed Systems: A State of the Art Survey,Wireless Personal Communications,,,,10.1007/s11277-023-10240-7,Khatereh SabaghianKeyhan KhamforooshAbdulbaghi Ghaderzadeh,2023,https://link.springer.com/article/10.1007/s11277-023-10240-7,Article
Storage Technology Trends and Development,Data Storage Architectures and Technologies,,,,10.1007/978-981-97-3534-1_14,Jiwu Shu,2024,https://link.springer.com/chapter/10.1007/978-981-97-3534-1_14,Chapter
Data replication and scheduling in the cloud with optimization assisted work flow management,Multimedia Tools and Applications,,,,10.1007/s11042-023-17836-y,D. RambabuA. Govardhan,2024,https://link.springer.com/article/10.1007/s11042-023-17836-y,Article
Simulated Annealing Scheduling on Kubernetes Clusters: An E-Health Digital Twin Use-Case,"Applications in Electronics Pervading Industry, Environment and Society",,,,10.1007/978-3-031-84100-2_34,Miltos D. GrammatikakisGeorge KornarosMateo Fortea,2025,https://link.springer.com/chapter/10.1007/978-3-031-84100-2_34,Conference paper
A survey on the evolution of stream processing systems,The VLDB Journal,,,,10.1007/s00778-023-00819-8,Marios FragkoulisParis CarboneVasiliki KalavriAsterios Katsifodimos,2023,https://link.springer.com/article/10.1007/s00778-023-00819-8,Article
Dynamic Data Replication for&#xa0;Short Time-to-Completion in&#xa0;a&#xa0;Data Grid,Computational Science – ICCS 2023,,,,10.1007/978-3-031-36024-4_52,Ralf VamosiErich Schikuta,2023,https://link.springer.com/chapter/10.1007/978-3-031-36024-4_52,Conference paper
Catalog of Architecture Styles,Hands-on Software Architecture,,,,10.1007/978-3-032-01184-8_12,Soo Dong KimMira Kim,2025,https://link.springer.com/chapter/10.1007/978-3-032-01184-8_12,Chapter
"Data Replication Methods in Cloud, Fog, and Edge Computing: A Systematic Literature Review",Wireless Personal Communications,,,,10.1007/s11277-024-11082-7,Fatemeh KaramimiraziziSeyed Mahdi JameiiAmir Masoud Rahmani,2024,https://link.springer.com/article/10.1007/s11277-024-11082-7,Article
Experimental Real-Time Databases,Real-Time Database Systems,,,,10.1007/978-3-031-44230-8_2,Pedro Mejia AlvarezRicardo J. Zavaleta VazquezSusana Ortega CisnerosRaul E. Gonzalez Torres,2024,https://link.springer.com/chapter/10.1007/978-3-031-44230-8_2,Chapter
Data Storage and Management in Cyber Physical Systems,Data-Driven Cyber Physical Systems,,,,10.1007/978-981-96-8709-1_4,Fangyu LiXiaolong WuHonggui Han,2025,https://link.springer.com/chapter/10.1007/978-981-96-8709-1_4,Chapter
"A Comprehensive Survey of Scalable Speed Stream Processing (SSS) Frameworks in Distributed Operating Systems: Techniques, Implementations, and Applications",Proceedings of 4th International Conference on Mathematical Modeling and Computational Science,,,,10.1007/978-3-031-91005-0_18,B. S. Sri SivasubbramanyanP. Shanmuga SundariP. BalapriyaL. Sri Hari,2025,https://link.springer.com/chapter/10.1007/978-3-031-91005-0_18,Conference paper
A New Approach to Replica Placement Exploiting Locality in Large-Scale Distributed Systems,Artificial Intelligence and Sustainable Computing,,,,10.1007/978-981-96-3337-1_2,Farouk BouharaouaGhalem Belalem,2025,https://link.springer.com/chapter/10.1007/978-981-96-3337-1_2,Conference paper
Caching at Scale: Efficiency and Fairness Analysis in Multi-tenant RAG Systems,SN Computer Science,,,,10.1007/s42979-025-04467-3,Hardik RuparelTatsat Patel,2025,https://link.springer.com/article/10.1007/s42979-025-04467-3,Article
Efficient and stable quorum-based log replication and replay for modern cluster-databases,Frontiers of Computer Science,,,,10.1007/s11704-020-0210-y,Donghui WangPeng CaiWeining QianAoying Zhou,2022,https://link.springer.com/article/10.1007/s11704-020-0210-y,Article
UniqueNOSD: a novel framework for NoSQL over SQL databases,Journal of Big Data,,,,10.1186/s40537-025-01307-2,Abdulrauf A. GidadoC. I. Ezeife,2025,https://link.springer.com/article/10.1186/s40537-025-01307-2,Article
Comparative Analysis of Dynamic Data Placement Strategy in Distributed Cloud Environment,Proceedings of the First International Conference on Data Engineering and Machine Intelligence,,,,10.1007/978-981-97-7616-0_16,B. Prabhu ShankarUday Kumar SinghVijayalakshmiC. VijiN. RajkumarM. StalinBalusamy Nachiappan,2024,https://link.springer.com/chapter/10.1007/978-981-97-7616-0_16,Conference paper
Building Resilient Digital Forensic Frameworks for NoSQL Database: Harnessing the Blockchain and Quantum Technology,"Sustainable Security Practices Using Blockchain, Quantum and Post-Quantum Technologies for Real Time Applications",,,,10.1007/978-981-97-0088-2_11,Rizwan Ur RahmanKuldeep SinghDeepak Singh TomarRabia Musheer,2024,https://link.springer.com/chapter/10.1007/978-981-97-0088-2_11,Chapter
Solving the&#xa0;Restricted Assignment Problem to&#xa0;Schedule Multi-get Requests in&#xa0;Key-Value Stores,Euro-Par 2024: Parallel Processing,,,,10.1007/978-3-031-69577-3_14,Louis-Claude CanonAnthony DugoisLoris Marchal,2024,https://link.springer.com/chapter/10.1007/978-3-031-69577-3_14,Conference paper
A scheduling framework for distributed key-value stores and its application to tail latency minimization,Journal of Scheduling,,,,10.1007/s10951-023-00803-8,Sonia Ben MokhtarLouis-Claude CanonAnthony DugoisLoris MarchalEtienne Rivière,2024,https://link.springer.com/article/10.1007/s10951-023-00803-8,Article
"Big Data Algorithms, MapReduce and Hadoop ecosystem",Big Data Infrastructure Technologies for Data Analytics,,,,10.1007/978-3-031-69366-3_5,Yuri DemchenkoJuan J. Cuadrado-GallegoOleg ChertovMarharyta Aleksandrova,2024,https://link.springer.com/chapter/10.1007/978-3-031-69366-3_5,Chapter
Emerging Trends and the Future of Istio,Practical Istio,,,,10.1007/979-8-8688-1573-7_10,Prashanth JosyulaKaranbir SinghAnupam Mehta,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1573-7_10,Chapter
SemPart: Yet another RDF data partitioning strategy,World Wide Web,,,,10.1007/s11280-025-01360-0,Boumediene SaidiHoucine MatallahAmin MesmoudiLadjel Bellatreche,2025,https://link.springer.com/article/10.1007/s11280-025-01360-0,Article
SynergiCache: A Novel Cluster Cache for&#xa0;Enhancing Performance in&#xa0;Cloud Storage Systems,Network and Parallel Computing,,,,10.1007/978-3-032-10466-3_6,Yucheng KangJiawei LiChenming ChangKeqiang LiYupeng ChenYi Zhang,2026,https://link.springer.com/chapter/10.1007/978-3-032-10466-3_6,Conference paper
Formal Modeling and Verifying Dubbo Using Process Algebra,Mobile Networks and Applications,,,,10.1007/s11036-023-02181-z,Zhiru HouJiaqi YinHuibiao ZhuPhan Cong Vinh,2023,https://link.springer.com/article/10.1007/s11036-023-02181-z,Article
NoSQL Databases,SQL and NoSQL Databases,,,,10.1007/978-3-031-27908-9_7,Michael KaufmannAndreas Meier,2023,https://link.springer.com/chapter/10.1007/978-3-031-27908-9_7,Chapter
Accelerating Distributed Knowledge Graph System Based on&#xa0;Non-Volatile Memory,Web and Big Data. APWeb-WAIM 2022 International Workshops,,,,10.1007/978-981-99-1354-1_3,Yuhang LiWeiming LiYangyang WangYanfeng ChaiYunpeng Chai,2023,https://link.springer.com/chapter/10.1007/978-981-99-1354-1_3,Conference paper
Evolving fault-tolerant control models for optimized big data transmission in power systems using crossover-based chimp optimization,Evolving Systems,,,,10.1007/s12530-025-09723-8,Chenfeng ZhuB. Ravindra BabuGurumurthy B. Ramaiah,2025,https://link.springer.com/article/10.1007/s12530-025-09723-8,Article
A Hybrid Peer-to-Peer Data Center Resource Management System,Data Science and Network Engineering,,,,10.1007/978-981-97-8336-6_29,Shreyas S. KaundinyaS. ShreyasJoel Macklyn DsouzaK. Gagan PrashanthPrafullata K. Auradkar,2025,https://link.springer.com/chapter/10.1007/978-981-97-8336-6_29,Conference paper
The Architecture of High-Performance GIS,High Performance Geographic Information System,,,,10.1007/978-981-97-7170-7_2,Wei XiongYe WuXue OuyangQing-ren JiaHao ChenLuo Chen,2024,https://link.springer.com/chapter/10.1007/978-981-97-7170-7_2,Chapter
PostMan: A Productive System for Spatio-temporal Data Management and Analysis,Data Science and Engineering,,,,10.1007/s41019-025-00302-0,Jiaqi JinZiquan FangLu ChenYunjun Gao,2025,https://link.springer.com/article/10.1007/s41019-025-00302-0,Article
Data replication schemes in cloud computing: a survey,Cluster Computing,,,,10.1007/s10586-021-03283-7,Ali ShakaramiMostafa Ghobaei-AraniAli ShahidinejadMohammad MasdariHamid Shakarami,2021,https://link.springer.com/article/10.1007/s10586-021-03283-7,Article
"Memory orchestration mechanisms in serverless computing: a taxonomy, review and future directions",Cluster Computing,,,,10.1007/s10586-023-04251-z,Zahra Shojaee radMostafa Ghobaei-AraniReza Ahsan,2024,https://link.springer.com/article/10.1007/s10586-023-04251-z,Article
Spring Cloud with Spring Boot,Pro Spring Boot 3 with Kotlin,,,,10.1007/979-8-8688-1131-9_13,Peter SpäthFelipe Gutierrez,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1131-9_13,Chapter
Enhancing secure IoT data sharing through dynamic Q-learning and blockchain at the edge,Scientific Reports,,,,10.1038/s41598-025-24510-w,Mustafa BayatMohammad Ali Jabraeil JamaliMahdi AbbasiBabak AnariShahin Akbarpour,2025,https://link.springer.com/article/10.1038/s41598-025-24510-w,Article
A Comprehensive Analysis of Replica Placement Algorithms in Content Delivery Network,Advanced Informatics for Computing Research,,,,10.1007/978-3-031-84062-3_22,Darothi SarkarArghya Roy Chaudhury,2025,https://link.springer.com/chapter/10.1007/978-3-031-84062-3_22,Conference paper
DBSP: automatic incremental view maintenance for rich query languages,The VLDB Journal,,,,10.1007/s00778-025-00922-y,Mihai BudiuLeonid RyzhykGerd ZellwegerBen PfaffLalith SureshSimon KassingAbhinav GyawaliMatei BudiuTej ChajedFrank McSherryVal Tannen,2025,https://link.springer.com/article/10.1007/s00778-025-00922-y,Article
Genetic Algorithm-Optimized Convolutional Neural Network Controller for Enhanced Performance of Boost DC-DC Converters,Journal of Electrical Engineering & Technology,,,,10.1007/s42835-025-02315-1,Quancheng LiuAmjad AliAhmad Alkhayyat,2025,https://link.springer.com/article/10.1007/s42835-025-02315-1,Article
DInos: A Deep Reinforcement Learning Approach to&#xa0;Generalizable Autoscaling in&#xa0;Stateless Cloud Applications,Database and Expert Systems Applications,,,,10.1007/978-3-032-02049-9_20,Constantinos BitsakosDimitrios TsoumakosIoannis KonstantinouNectarios Koziris,2026,https://link.springer.com/chapter/10.1007/978-3-032-02049-9_20,Conference paper
Autoscaling tiered cloud storage in Anna,The VLDB Journal,,,,10.1007/s00778-020-00632-7,Chenggang WuVikram SreekantiJoseph M. Hellerstein,2020,https://link.springer.com/article/10.1007/s00778-020-00632-7,Article
Spring Cloud with Spring Boot,Pro Spring Boot 3,,,,10.1007/978-1-4842-9294-5_13,Felipe Gutierrez,2024,https://link.springer.com/chapter/10.1007/978-1-4842-9294-5_13,Chapter
Effective Stateful Applications and Data Persistence,Modern Kubernetes: From Core Concepts to Intelligent Autoscaling for Cloud Applications,,,,10.1007/978-3-032-12972-7_6,Bablu KumarAnshul VermaPradeepika Verma,2026,https://link.springer.com/chapter/10.1007/978-3-032-12972-7_6,Chapter
Resource Management in Edge Clouds: Latency-Aware Approaches for Big Data Analysis,Resource Management in Distributed Systems,,,,10.1007/978-981-97-2644-8_6,AmirHossein Jafari PozvehHadi Shahriar ShahhoseiniErfan Khabareh,2024,https://link.springer.com/chapter/10.1007/978-981-97-2644-8_6,Chapter
A review of data replication based on meta-heuristics approach in cloud computing and data grid,Soft Computing,,,,10.1007/s00500-020-04802-1,Najme MansouriMohammad Masoud Javidi,2020,https://link.springer.com/article/10.1007/s00500-020-04802-1,Article
"Stress management with HRV following AI, semantic ontology, genetic algorithm and tree explainer",Scientific Reports,,,,10.1038/s41598-025-87510-w,Ayan ChatterjeeMichael A. RieglerK. GaneshPål Halvorsen,2025,https://link.springer.com/article/10.1038/s41598-025-87510-w,Article
Research on urban landscape accessibility assessment model based on gis and spatial analysis,GeoJournal,,,,10.1007/s10708-025-11310-y,Yunzhi TianYi Jiang,2025,https://link.springer.com/article/10.1007/s10708-025-11310-y,Article
Optimizing B<sup>+</sup>-tree for hybrid memory with in-node hotspot cache and eADR awareness,Frontiers of Computer Science,,,,10.1007/s11704-023-3344-x,Peiquan JinZhaole ChuGaocong LiuYongping LuoShouhong Wan,2023,https://link.springer.com/article/10.1007/s11704-023-3344-x,Article
Evolution of Computing Infrastructure,Moscow University Computational Mathematics and Cybernetics,,,,10.3103/S0278641924700249,R. L. Smelyansky,2024,https://link.springer.com/article/10.3103/S0278641924700249,Article
Hierarchical data replication strategy to improve performance in cloud computing,Frontiers of Computer Science,,,,10.1007/s11704-019-9099-8,Najme MansouriMohammad Masoud JavidiBehnam Mohammad Hasani Zade,2020,https://link.springer.com/article/10.1007/s11704-019-9099-8,Article
QSM-Cutoff: Systematic Derivation of&#xa0;Quantified Cutoff Formulas for&#xa0;Distributed Protocols,Computer Aided Verification,,,,10.1007/978-3-031-98682-6_14,Yun-Rong LuoAman GoelKarem Sakallah,2025,https://link.springer.com/chapter/10.1007/978-3-031-98682-6_14,Conference paper
"AutoFlow: Hotspot-Aware, Dynamic Load Balancing for&#xa0;Distributed Stream Processing",Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-030-95391-1_9,Pengqi LuYue YueLiang YuanYunquan Zhang,2022,https://link.springer.com/chapter/10.1007/978-3-030-95391-1_9,Conference paper
Building Protocols for Scalable Decentralized Applications,Handbook on Blockchain,,,,10.1007/978-3-031-07535-3_7,Kai Mast,2022,https://link.springer.com/chapter/10.1007/978-3-031-07535-3_7,Chapter
Composition of caching and classification in edge computing based on quality optimization for SDN-based IoT healthcare solutions,The Journal of Supercomputing,,,,10.1007/s11227-023-05332-x,Seyedeh Shabnam JazaeriParvaneh AsghariSam JabbehdariHamid Haj Seyyed Javadi,2023,https://link.springer.com/article/10.1007/s11227-023-05332-x,Article
NeurDB: an AI-powered autonomous data system,Science China Information Sciences,,,,10.1007/s11432-024-4125-9,Beng Chin OoiShaofeng CaiGang ChenYanyan ShenKian-Lee TanYuncheng WuXiaokui XiaoNaili XingCong YueLingze ZengMeihui ZhangZhanhao Zhao,2024,https://link.springer.com/article/10.1007/s11432-024-4125-9,Article
A pruned feed-forward neural network (pruned-FNN) approach to measure air pollution exposure,Environmental Monitoring and Assessment,,,,10.1007/s10661-023-11814-5,Xi GongLin LiuYanhong HuangBin ZouYeran SunLi LuoYan Lin,2023,https://link.springer.com/article/10.1007/s10661-023-11814-5,Article
Microservices Architecture and Design,Cloud Native Architecture and Design,,,,10.1007/978-1-4842-7226-8_5,Shivakumar R Goniwada,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7226-8_5,Chapter
A new approach data processing: density-based spatial clustering of applications with noise (DBSCAN) clustering using game-theory,Soft Computing,,,,10.1007/s00500-025-10405-5,Uranus KazemiSeyfollah Soleimani,2025,https://link.springer.com/article/10.1007/s00500-025-10405-5,Article
Effective Implementations of Topic Modeling Algorithms,Programming and Computer Software,,,,10.1134/S0361768821070021,M. A. Apishev,2021,https://link.springer.com/article/10.1134/S0361768821070021,Article
Optimizing air quality monitoring device deployment: a strategy to enhance distribution efficiency,International Journal of Information Technology,,,,10.1007/s41870-024-01893-z,Pritisha SarkarMousumi Saha,2024,https://link.springer.com/article/10.1007/s41870-024-01893-z,Article
Stateless Q-learning algorithm for service caching in resource constrained edge environment,Journal of Cloud Computing,,,,10.1186/s13677-023-00506-7,Binbin HuangZiqi RanDongjin YuYuanyuan XiangXiaoying ShiZhongjin LiZhengqian Xu,2023,https://link.springer.com/article/10.1186/s13677-023-00506-7,Article
Investigating the impact of meteorological parameters on daily soil temperature changes using machine learning models,Scientific Reports,,,,10.1038/s41598-025-04605-0,Farrokh AsadzadehSomayeh EmamiAhmed ElbeltagiMuhammed Ernur AkinerVahid RezaverdinejadFarshid TaranAli Salem,2025,https://link.springer.com/article/10.1038/s41598-025-04605-0,Article
Self-Provisioning Infrastructures for the Next Generation Serverless Computing,SN Computer Science,,,,10.1007/s42979-024-03022-w,Stefan Nastic,2024,https://link.springer.com/article/10.1007/s42979-024-03022-w,Article
A multi-algorithm pathfinding method: Exploiting performance variations for enhanced efficiency,Annals of Mathematics and Artificial Intelligence,,,,10.1007/s10472-024-09957-3,Aya KherrourMarco RobolMarco RoveriPaolo Giorgini,2024,https://link.springer.com/article/10.1007/s10472-024-09957-3,Article
Tiered-Indexing: Optimizing Access Methods for Skew,The VLDB Journal,,,,10.1007/s00778-025-00928-6,Xinjing ZhouXiangpeng HaoXiangyao YuMichael Stonebraker,2025,https://link.springer.com/article/10.1007/s00778-025-00928-6,Article
Getting Started with RavenDB,Introducing RavenDB,,,,10.1007/978-1-4842-8919-8_1,Dejan Miličić,2022,https://link.springer.com/chapter/10.1007/978-1-4842-8919-8_1,Chapter
Analyzing the adoption of database management systems throughout the history of open source projects,Empirical Software Engineering,,,,10.1007/s10664-025-10627-z,Camila A. PaivaRaquel MaximinoFrederico PaivaRafael Accetta VieiraNicole EspanhaJoão Felipe PimentelIgor WieseMarco Aurélio GerosaIgor SteinmacherLeonardo MurtaVanessa Braganholo,2025,https://link.springer.com/article/10.1007/s10664-025-10627-z,Article
Using a Key-Value Index-Store for Cross-Model Join Queries over Heterogeneous Data Sources,Advances in Databases and Information Systems,,,,10.1007/978-3-031-42914-9_4,Gajendra Doniparthi,2023,https://link.springer.com/chapter/10.1007/978-3-031-42914-9_4,Conference paper
Consul HCL,Beginning HCL Programming,,,,10.1007/978-1-4842-6634-2_6,Pierluigi RitiDavid Flynn,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6634-2_6,Chapter
Tradition of Data-Intensive Use: The Example of Domain Thermophysics. Methods and Algorithms,Automatic Documentation and Mathematical Linguistics,,,,10.3103/S0005105525700682,A. O. ErkimbaevV. Yu. ZitsermanG. A. Kobzev,2025,https://link.springer.com/article/10.3103/S0005105525700682,Article
Big Maritime Data Management,Maritime Informatics,,,,10.1007/978-3-030-50892-0_19,Herodotos HerodotouSheraz AslamHenrik HolmSocrates Theodossiou,2021,https://link.springer.com/chapter/10.1007/978-3-030-50892-0_19,Chapter
"Big Data Analytics in IoT, social media, NLP, and information security: trends, challenges, and applications",Journal of Big Data,,,,10.1186/s40537-025-01192-9,Kamal Taha,2025,https://link.springer.com/article/10.1186/s40537-025-01192-9,Article
Sequential pattern mining algorithms and their applications: a technical review,International Journal of Data Science and Analytics,,,,10.1007/s41060-024-00659-x,Nayanjyoti MazumdarPankaj Kumar Deva Sarma,2024,https://link.springer.com/article/10.1007/s41060-024-00659-x,Article
Dynamic Resource-Efficient Scheduling in Data Stream Management Systems Deployed on Computing Clouds,New Frontiers in Cloud Computing and Internet of Things,,,,10.1007/978-3-031-05528-7_5,Xunyun LiuYufei LinRajkumar Buyya,2022,https://link.springer.com/chapter/10.1007/978-3-031-05528-7_5,Chapter
LINDAS: a learned approach to index algorithm selection,Knowledge and Information Systems,,,,10.1007/s10115-025-02552-w,Chaohong MaXiaohui YuYifan LiAishan MaoliniyaziXiaofeng Meng,2025,https://link.springer.com/article/10.1007/s10115-025-02552-w,Article
Review of Clustering Technology and Its Application in Coordinating Vehicle Subsystems,Automotive Innovation,,,,10.1007/s42154-022-00205-0,Caizhi ZhangWeifeng HuangTong NiuZhitao LiuGuofa LiDongpu Cao,2023,https://link.springer.com/article/10.1007/s42154-022-00205-0,Article
"Advances in MapReduce Big Data Processing: Platform, Tools, and Algorithms",Artificial Intelligence and IoT,,,,10.1007/978-981-33-6400-4_6,Laith AbualigahBahaa Al Masri,2021,https://link.springer.com/chapter/10.1007/978-981-33-6400-4_6,Chapter
Tasks Scheduling and Consistency Management in Mono-Masters Grid Environment,Smart Energy Empowerment in Smart and Resilient Cities,,,,10.1007/978-3-030-37207-1_44,M. MeddeberH. Hamadouche,2020,https://link.springer.com/chapter/10.1007/978-3-030-37207-1_44,Conference paper
Analytical Systems,Enterprise Information Systems,,,,10.1007/978-3-662-71718-9_4,Rainer Weber,2025,https://link.springer.com/chapter/10.1007/978-3-662-71718-9_4,Chapter
Studies on Conventional and Advanced Machine Learning Algorithm Towards Framing of Robust Data Analytics for the Smart Grid Application,Data Analytics for Smart Grids Applications—A Key to Smart City Development,,,,10.1007/978-3-031-46092-0_5,Gunjan MukherjeeSandip RoySayak KonarRajesh BoseAnandarup Mukherjee,2023,https://link.springer.com/chapter/10.1007/978-3-031-46092-0_5,Chapter
Mechanical Ventilator Pressure and Volume Control Using Classifier Machine Learning Algorithm for Medical Care,Journal of Electrical Engineering & Technology,,,,10.1007/s42835-023-01744-0,T. AnithaG. GopuP. Arun Mozhi Devan,2023,https://link.springer.com/article/10.1007/s42835-023-01744-0,Article
Dependability Aspects in Configurable Embedded Operating Systems,Dependable Embedded Systems,,,,10.1007/978-3-030-52017-5_4,Horst SchirmeierChristoph BorchertMartin HoffmannChristian DietrichArthur MartensRüdiger KapitzaDaniel LohmannOlaf Spinczyk,2021,https://link.springer.com/chapter/10.1007/978-3-030-52017-5_4,Chapter
"Toward caching techniques in edge computing over SDN-IoT architecture: a review of challenges, solutions, and open issues",Multimedia Tools and Applications,,,,10.1007/s11042-023-15657-7,Seyedeh Shabnam JazaeriParvaneh AsghariSam JabbehdariHamid Haj Seyyed Javadi,2023,https://link.springer.com/article/10.1007/s11042-023-15657-7,Article
ParSMURF-NG: A Machine Learning High Performance Computing System for&#xa0;the&#xa0;Analysis of&#xa0;Imbalanced Big Omics Data,Artificial Intelligence Applications and Innovations. AIAI 2022 IFIP WG 12.5 International Workshops,,,,10.1007/978-3-031-08341-9_34,Alessandro PetriniMarco NotaroJessica GliozzoTiziana CastrignanòPeter N. RobinsonElena CasiraghiGiorgio Valentini,2022,https://link.springer.com/chapter/10.1007/978-3-031-08341-9_34,Conference paper
Introduction to Traefik,Traefik API Gateway for Microservices,,,,10.1007/978-1-4842-6376-1_1,Rahul SharmaAkshay Mathur,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6376-1_1,Chapter
"NoSQL, NewSQL, and Polystores",Principles of Distributed Database Systems,,,,10.1007/978-3-030-26253-2_11,M. Tamer ÖzsuPatrick Valduriez,2020,https://link.springer.com/chapter/10.1007/978-3-030-26253-2_11,Chapter
Case Studies on the Use of AI-Based Business Analytics,Artificial Intelligence for Business Analytics,,,,10.1007/978-3-658-37599-7_4,Felix Weber,2023,https://link.springer.com/chapter/10.1007/978-3-658-37599-7_4,Chapter
Using Stochastic Local Search SAT Algorithms to&#xa0;Solve Multi-agent Pathfinding with&#xa0;Edge Conflict Prevention,"Informatics in Control, Automation and Robotics",,,,10.1007/978-3-032-17899-2_3,Max FrommknechtPavel Surynek,2026,https://link.springer.com/chapter/10.1007/978-3-032-17899-2_3,Conference paper
Multi-agent learning algorithms for content placement in cache-enabled small cell networks: 4G and 5G use cases,Neural Computing and Applications,,,,10.1007/s00521-022-07051-5,Zahra RashidiVesal HakamiParmida GeranmayehSara Rajaee,2022,https://link.springer.com/article/10.1007/s00521-022-07051-5,Article
"Performance issue monitoring, identification and diagnosis of SaaS software: a survey",Frontiers of Computer Science,,,,10.1007/s11704-023-2701-0,Rui WangXiangbo TianShi Ying,2024,https://link.springer.com/article/10.1007/s11704-023-2701-0,Article
Towards semantically enhanced detection of emerging quality-related concerns in source code,Software Quality Journal,,,,10.1007/s11219-023-09614-8,Rrezarta KrasniqiHyunsook Do,2023,https://link.springer.com/article/10.1007/s11219-023-09614-8,Article
An analysis of the graph processing landscape,Journal of Big Data,,,,10.1186/s40537-021-00443-9,Miguel E. CoimbraAlexandre P. FranciscoLuís Veiga,2021,https://link.springer.com/article/10.1186/s40537-021-00443-9,Article
Using biograms to promote life course research. An example of theoretical case configuration relating to paths of social exclusion,Quality & Quantity,,,,10.1007/s11135-023-01777-7,Ivana Acocella,2023,https://link.springer.com/article/10.1007/s11135-023-01777-7,Article
Taming Tail Latency in Key-Value Stores: A Scheduling Perspective,Euro-Par 2021: Parallel Processing,,,,10.1007/978-3-030-85665-6_9,Sonia Ben MokhtarLouis-Claude CanonAnthony DugoisLoris MarchalEtienne Rivière,2021,https://link.springer.com/chapter/10.1007/978-3-030-85665-6_9,Conference paper
Architectures for Machine Learning,Handbook of Computer Architecture,,,,10.1007/978-981-97-9314-3_12,Yongkui YangChao ChenZheng Wang,2025,https://link.springer.com/rwe/10.1007/978-981-97-9314-3_12,Reference work entry
"Enhanced analysis of landslide susceptibility mapping in the proximity of main roads in the province of Skikda, Algeria: using NAS for efficient performance and faster processing",Modeling Earth Systems and Environment,,,,10.1007/s40808-024-02129-6,Nadjib MebiroukMoussa AmraneSalah MessastSmaine Mazouzi,2024,https://link.springer.com/article/10.1007/s40808-024-02129-6,Article
From virtual to reality: innovative practices of digital twins in tumor therapy,Journal of Translational Medicine,,,,10.1186/s12967-025-06371-z,Shiying ShenWenhao QiXin LiuJianwen ZengSixie LiXiaohong ZhuChaoqun DongBin WangYankai ShiJiani YaoBingsheng WangLouxia JingShihua CaoGuanmian Liang,2025,https://link.springer.com/article/10.1186/s12967-025-06371-z,Article
Application Design and Service Provisioning for Multi-access Edge Cloud (MEC),Mobile Edge Computing,,,,10.1007/978-3-030-69893-5_21,Muhammad JaseemuddinHager GhoumaMaysam FazeliAmeera Al-KarkhiMohamad EldakrouryUvaiz Ahmed,2021,https://link.springer.com/chapter/10.1007/978-3-030-69893-5_21,Chapter
Hardware Architectures and Circuits,Software Defined Chips,,,,10.1007/978-981-19-6994-2_3,Shaojun WeiLeibo LiuJianfeng ZhuChenchen Deng,2022,https://link.springer.com/chapter/10.1007/978-981-19-6994-2_3,Chapter
Distributed arrays: an algebra for generic distributed query processing,Distributed and Parallel Databases,,,,10.1007/s10619-021-07325-2,Ralf Hartmut GütingThomas BehrJan Kristof Nidzwetzki,2021,https://link.springer.com/article/10.1007/s10619-021-07325-2,Article
Data-Driven Energy Waste Minimization at Energy Distribution Networks,Handbook of Smart Energy Systems,,,,10.1007/978-3-030-97940-9_48,Babak Aslani,2023,https://link.springer.com/rwe/10.1007/978-3-030-97940-9_48,Reference work entry
DPISCAN: Distributed and parallel architecture with indexing for structural clustering of massive dynamic graphs,International Journal of Data Science and Analytics,,,,10.1007/s41060-021-00303-y,D. K. Santhosh KumarDemian Antony D′Mello,2022,https://link.springer.com/article/10.1007/s41060-021-00303-y,Article
Auto-scaling techniques for IoT-based cloud applications: a review,Cluster Computing,,,,10.1007/s10586-021-03265-9,Shveta VermaAnju Bala,2021,https://link.springer.com/article/10.1007/s10586-021-03265-9,Article
HGNNLink: recovering requirements-code traceability links with text and dependency-aware heterogeneous graph neural networks,Automated Software Engineering,,,,10.1007/s10515-025-00528-2,Bangchao WangZhiyuan ZouXuanxuan LiangHuan JinPeng Liang,2025,https://link.springer.com/article/10.1007/s10515-025-00528-2,Article
Heterogeneous Replicas for Multi-dimensional Data Management,Database Systems for Advanced Applications,,,,10.1007/978-3-030-59410-7_2,Jialin QiaoYuyuan KangXiangdong HuangLei RuiTian JiangJianmin WangPhilip S. Yu,2020,https://link.springer.com/chapter/10.1007/978-3-030-59410-7_2,Conference paper
